ANO,MES,DIA,ID,C,R,X
2016,5,17,92,51400.0,1.0,-1
2016,5,18,93,50920.0,1.0,-1
2016,5,19,94,50540.0,1.0,1
2016,5,22,95,50140.0,1.0,-1
2016,5,23,96,49390.0,-1.0,1
2016,5,24,97,49795.0,-1.0,-1
2016,5,26,98,49860.0,1.0,1
2016,5,29,99,49490.0,1.0,1
2016,5,30,100,49150.0,1.0,-1
2016,6,0,101,48610.0,1.0,-1
2016,6,1,102,49100.0,-1.0,-1
2016,6,2,103,50145.0,-1.0,-1
2016,6,5,104,50720.0,-1.0,1
2016,6,6,105,50410.0,1.0,-1
2016,6,7,106,50770.0,-1.0,-1
2016,6,8,107,51695.0,-1.0,1
2016,6,9,108,51150.0,1.0,1
2016,6,12,109,49265.0,1.0,-1
2016,6,13,110,49680.0,-1.0,1
2016,6,14,111,48485.0,1.0,-1
2016,6,15,112,49750.0,1.0,-1
2016,6,16,113,50535.0,-1.0,1
2016,6,19,114,50555.0,-1.0,-1
2016,6,20,115,51380.0,1.0,-1
2016,6,21,116,51850.0,-1.0,1
2016,6,22,117,50925.0,1.0,-1
2016,6,23,118,53065.0,-1.0,-1
2016,6,26,119,50645.0,-1.0,1
2016,6,27,120,49920.0,1.0,1
2016,6,28,121,51020.0,-1.0,-1
2016,6,29,122,52060.0,-1.0,-1
2016,7,0,123,52180.0,-1.0,-1
2016,7,3,124,53070.0,-1.0,1
2016,7,4,125,53435.0,-1.0,1
2016,7,5,126,52560.0,1.0,1
2016,7,6,127,52845.0,-1.0,-1
2016,7,7,128,52735.0,1.0,-1
2016,7,10,129,53860.0,-1.0,-1
2016,7,11,130,54500.0,-1.0,1
2016,7,12,131,54770.0,1.0,-1
2016,7,13,132,55345.0,-1.0,-1
2016,7,14,133,55830.0,1.0,-1
2016,7,17,134,55800.0,-1.0,-1
2016,7,18,135,57400.0,-1.0,-1
2016,7,19,136,57475.0,-1.0,1
2016,7,20,137,57070.0,1.0,-1
2016,7,21,138,57325.0,-1.0,-1
2016,7,24,139,57440.0,-1.0,1
2016,7,25,140,57380.0,-1.0,-1
2016,7,26,141,57300.0,1.0,1
2016,7,27,142,57200.0,1.0,1
2016,7,28,143,57190.0,-1.0,-1
2016,8,0,144,57845.0,-1.0,1
2016,8,1,145,57040.0,1.0,1
2016,8,2,146,56500.0,1.0,-1
2016,8,3,147,57435.0,-1.0,-1
2016,8,4,148,57820.0,-1.0,1
2016,8,7,149,57820.0,1.0,-1
2016,8,8,150,57880.0,1.0,1
2016,8,9,151,57910.0,1.0,1
2016,8,10,152,56860.0,1.0,-1
2016,8,11,153,58590.0,-1.0,-1
2016,8,14,154,58180.0,1.0,-1
2016,8,15,155,59055.0,-1.0,1
2016,8,16,156,58600.0,1.0,1
2016,8,17,157,60610.0,-1.0,-1
2016,8,18,158,60200.0,1.0,-1
2016,8,21,159,60300.0,-1.0,1
2016,8,22,160,58790.0,1.0,-1
2016,8,23,161,58800.0,1.0,-1
2016,8,24,162,58885.0,-1.0,1
2016,8,25,163,58680.0,-1.0,-1
2016,8,28,164,58750.0,-1.0,-1
2016,8,29,165,59550.0,-1.0,1
2016,8,30,166,59465.0,1.0,1
2016,9,0,167,58260.0,1.0,-1
2016,9,1,168,59000.0,-1.0,-1
2016,9,4,169,60410.0,-1.0,1
2016,9,5,170,60400.0,1.0,1
2016,9,7,171,60825.0,-1.0,-1
2016,9,8,172,60750.0,-1.0,1
2016,9,11,173,58200.0,1.0,-1
2016,9,12,174,59120.0,-1.0,1
2016,9,13,175,57420.0,1.0,-1
2016,9,14,176,57610.0,1.0,-1
2016,9,15,177,58290.0,-1.0,1
2016,9,18,178,57700.0,1.0,1
2016,9,19,179,57880.0,1.0,1
2016,9,20,180,58040.0,1.0,1
2016,9,21,181,58940.0,-1.0,-1
2016,9,22,182,59460.0,-1.0,1
2016,9,25,183,59050.0,1.0,1
2016,9,26,184,58375.0,1.0,1
2016,9,27,185,58805.0,-1.0,-1
2016,9,28,186,59775.0,-1.0,1
2016,9,29,187,58440.0,1.0,1
2016,10,2,188,58570.0,-1.0,-1
2016,10,3,189,59580.0,-1.0,1
2016,10,4,190,59550.0,1.0,-1
2016,10,5,191,60235.0,-1.0,-1
2016,10,6,192,60650.0,-1.0,-1
2016,10,9,193,61280.0,-1.0,-1
2016,10,10,194,61920.0,-1.0,1
2016,10,12,195,61005.0,1.0,-1
2016,10,13,196,62380.0,-1.0,-1
2016,10,16,197,63175.0,-1.0,-1
2016,10,17,198,64145.0,-1.0,-1
2016,10,18,199,64960.0,-1.0,1
2016,10,19,200,64640.0,1.0,-1
2016,10,20,201,64995.0,-1.0,-1
2016,10,23,202,65150.0,-1.0,1
2016,10,24,203,65170.0,1.0,1
2016,10,25,204,64840.0,1.0,-1
2016,10,26,205,64990.0,-1.0,-1
2016,10,27,206,65140.0,-1.0,-1
2016,10,30,207,65280.0,-1.0,-1
2016,11,0,208,65980.0,-1.0,1
2016,11,2,209,64110.0,1.0,-1
2016,11,3,210,62590.0,1.0,-1
2016,11,6,211,62435.0,1.0,-1
2016,11,7,212,65135.0,-1.0,1
2016,11,8,213,65000.0,-1.0,-1
2016,11,9,214,63940.0,-1.0,1
2016,11,10,215,61735.0,1.0,-1
2016,11,13,216,59900.0,1.0,-1
2016,11,15,217,60440.0,-1.0,1
2016,11,16,218,61605.0,-1.0,1
2016,11,17,219,60280.0,1.0,-1
2016,11,20,220,60450.0,-1.0,-1
2016,11,21,221,61640.0,-1.0,-1
2016,11,22,222,62675.0,-1.0,1
2016,11,23,223,62495.0,1.0,1
2016,11,24,224,61730.0,1.0,-1
2016,11,27,225,61995.0,-1.0,1
2016,11,28,226,63380.0,-1.0,1
2016,11,29,227,61320.0,1.0,-1
2016,12,0,228,62250.0,-1.0,1
2016,12,1,229,59675.0,1.0,1
2016,12,4,230,60450.0,-1.0,1
2016,12,5,231,59905.0,1.0,-1
2016,12,6,232,61230.0,-1.0,1
2016,12,7,233,61580.0,1.0,1
2016,12,8,234,60700.0,1.0,1
2016,12,11,235,60600.0,1.0,1
2016,12,12,236,59255.0,1.0,-1
2016,12,13,237,59430.0,1.0,1
2016,12,14,238,59030.0,1.0,-1
2016,12,15,239,59640.0,-1.0,-1
2016,12,18,240,59460.0,1.0,1
2016,12,19,241,58100.0,1.0,1
2016,12,20,242,58650.0,-1.0,1
2016,12,21,243,58540.0,-1.0,1
2016,12,22,244,58220.0,1.0,-1
2016,12,25,245,59140.0,-1.0,-1
2016,12,26,246,59735.0,-1.0,1
2016,12,27,247,59620.0,1.0,-1
2016,12,28,248,60825.0,-1.0,1
