ID,CT0,GAP0,R
371,0.1910828025477707,250.0,1
372,0.2828282828282828,-145.0,-1
373,0.7352941176470589,-95.0,1
374,-0.1455696202531646,-190.0,1
375,-0.7975460122699386,195.0,1
376,-0.1522842639593909,90.0,-1
377,0.8441558441558441,-130.0,-1
378,0.7596153846153846,115.0,1
379,0.7586206896551724,-145.0,-1
380,0.84375,-15.0,1
381,0.5094339622641509,25.0,1
382,-0.8103448275862069,-65.0,-1
383,0.7115384615384616,-5.0,1
384,-0.3076923076923077,5.0,1
385,-0.4477611940298508,-55.0,1
386,-0.4298245614035088,0.0,-1
387,0.8807339449541285,420.0,-1
388,-0.0119047619047619,50.0,1
389,-0.7897196261682243,280.0,1
390,0.188034188034188,-255.0,-1
391,0.8405797101449275,330.0,-1
392,-0.6363636363636364,345.0,-1
393,0.8357142857142857,-255.0,-1
394,0.7571428571428571,-15.0,1
395,-0.967741935483871,90.0,1
396,0.0,145.0,-1
397,0.932806324110672,-325.0,-1
398,0.07100591715976332,-450.0,-1
399,0.6752136752136753,-400.0,1
400,-0.5736842105263158,-265.0,-1
401,0.09782608695652174,530.0,-1
402,0.6842105263157895,0.0,1
403,0.4453781512605042,1045.0,1
404,-0.2695035460992908,-200.0,1
405,-0.5972222222222222,0.0,-1
406,0.825136612021858,205.0,1
407,-0.456,835.0,-1
408,0.9322033898305084,-440.0,-1
409,0.06617647058823529,80.0,-1
410,0.9303482587064676,150.0,1
411,-0.5586206896551724,-110.0,1
412,0.1495327102803738,-485.0,-1
413,0.8309178743961353,5.0,1
414,-0.9261363636363636,385.0,1
415,-0.5535714285714286,330.0,-1
416,0.7876447876447876,-370.0,-1
417,0.9022556390977443,710.0,1
418,-0.5936395759717314,415.0,-1
419,0.8851851851851852,-25.0,1
420,-0.6111111111111112,395.0,-1
421,0.728448275862069,-80.0,-1
422,0.2287822878228782,-360.0,-1
423,0.6865671641791045,-350.0,-1
424,-0.2966101694915254,-25.0,-1
425,0.824773413897281,-70.0,-1
426,0.2183908045977012,-5.0,1
427,0.02392344497607655,95.0,1
428,-0.09859154929577464,-250.0,1
429,-0.1754385964912281,-160.0,1
430,-0.3154362416107382,-5.0,1
431,-0.8391304347826087,220.0,1
432,-0.3976608187134503,75.0,1
433,-0.2760736196319019,-210.0,1
434,-0.4076433121019108,330.0,-1
435,0.6931216931216931,240.0,-1
436,-0.3414634146341464,335.0,-1
437,0.8802395209580839,-215.0,1
438,-0.0948905109489051,175.0,-1
439,-0.207977207977208,40.0,1
440,-0.4007936507936508,330.0,1
441,-0.2840466926070039,260.0,-1
442,0.4742268041237113,30.0,1
443,-0.1517241379310345,310.0,1
444,-0.1156462585034014,330.0,1
445,-0.6162790697674418,-55.0,1
446,-0.554945054945055,935.0,1
447,0.335483870967742,-525.0,1
448,0.1256038647342995,340.0,1
449,-0.5033112582781457,330.0,1
450,-0.8705035971223022,130.0,-1
451,0.8133971291866029,100.0,1
452,0.07861635220125786,270.0,1
453,-0.7316176470588235,250.0,1
454,-0.2863436123348018,-225.0,1
455,-0.5936507936507937,135.0,1
456,-0.7177033492822966,575.0,1
457,-0.6927899686520376,370.0,1
458,-0.1133603238866397,365.0,-1
459,-0.02255639097744361,-45.0,1
460,-0.93,355.0,-1
461,0.7969543147208121,-125.0,1
462,-0.8048780487804879,-215.0,1
463,-0.288135593220339,-220.0,1
464,0.3035714285714285,75.0,1
465,-0.7831858407079646,355.0,-1
466,0.643979057591623,-120.0,-1
467,0.752851711026616,600.0,-1
468,0.4083333333333333,180.0,1
469,-0.138728323699422,-65.0,1
470,-0.1005917159763314,200.0,1
471,-0.8947368421052632,55.0,1
472,0.06334841628959276,220.0,-1
473,-0.06842105263157895,-155.0,1
474,-0.8067885117493473,330.0,1
475,-0.6956521739130435,-195.0,-1
476,0.4464944649446494,495.0,-1
477,0.1302816901408451,-60.0,-1
478,-0.233502538071066,-320.0,-1
479,0.7951070336391437,-380.0,1
480,-0.3567567567567568,770.0,1
481,-0.6420454545454546,370.0,1
482,-0.02564102564102564,-185.0,1
483,0.5671077504725898,795.0,1
484,-0.5824175824175825,-345.0,1
485,-0.1028571428571429,-225.0,-1
486,0.1861471861471861,475.0,-1
487,0.4743589743589743,-130.0,1
488,-0.6067415730337079,0.0,-1
489,0.900523560209424,140.0,-1
490,0.7581395348837209,-220.0,-1
491,0.4364640883977901,-255.0,-1
492,0.7165775401069518,140.0,-1
493,0.01041666666666667,275.0,-1
494,-0.4042553191489361,255.0,-1
495,0.8715277777777778,105.0,-1
496,0.0,220.0,-1
497,0.4688796680497925,255.0,1
498,0.201058201058201,170.0,-1
499,0.04571428571428571,-110.0,1
500,-0.5857988165680473,-355.0,-1
501,-0.4019607843137255,-135.0,-1
502,0.9583333333333334,-430.0,1
503,0.4852941176470588,95.0,-1
504,0.7786885245901639,195.0,-1
505,-0.4253731343283582,-35.0,-1
506,0.8895705521472392,-175.0,1
507,-0.2419354838709677,195.0,1
508,0.1044776119402985,-60.0,-1
509,0.5987654320987654,-40.0,1
510,-0.8064516129032258,200.0,-1
511,0.9553429027113237,555.0,1
512,0.6602209944751382,-270.0,-1
513,-0.6636363636363637,-495.0,1
514,0.5,245.0,-1
515,0.18125,200.0,-1
516,0.1258741258741259,-1030.0,1
517,-0.3471502590673575,-495.0,-1
518,-0.7682119205298014,0.0,-1
519,0.7162329615861215,-445.0,1
520,-0.4673366834170855,-415.0,1
521,-0.4929577464788732,165.0,-1
522,0.4251700680272109,765.0,-1
523,-0.1158536585365854,290.0,1
524,0.1111111111111111,250.0,1
525,-0.2371134020618557,-485.0,-1
526,0.7241379310344828,-120.0,-1
527,-0.002762430939226519,405.0,-1
528,0.416988416988417,455.0,1
529,0.1162790697674419,440.0,1
530,-0.08558558558558559,-325.0,1
531,-0.4633204633204633,0.0,1
532,-0.7877237851662404,-230.0,-1
533,0.2181303116147309,-505.0,1
534,0.4009779951100245,-200.0,-1
535,0.1869918699186992,675.0,1
536,-0.7051282051282052,-455.0,1
537,0.3065134099616858,155.0,1
538,-0.3979591836734694,-180.0,-1
539,0.8713450292397661,370.0,-1
540,0.04958677685950413,280.0,1
541,-0.4404332129963899,435.0,1
542,-0.6895306859205776,50.0,1
543,-0.6036363636363636,-260.0,1
544,-0.4681818181818182,-400.0,-1
545,0.05853658536585366,210.0,1
546,-0.2420382165605096,-150.0,-1
547,0.75,-200.0,1
548,-0.5384615384615384,-295.0,-1
549,0.4210526315789473,715.0,1
550,-0.003773584905660377,280.0,1
551,-0.9354838709677419,-50.0,-1
552,0.3029045643153527,420.0,-1
553,0.7217391304347827,-390.0,1
554,-0.2641509433962264,300.0,1
555,-0.6023166023166023,-930.0,-1
556,0.6862745098039216,1420.0,1
557,-0.6941580756013745,-425.0,1
558,-0.04676258992805755,570.0,1
559,-0.918141592920354,530.0,1
560,0.6483516483516484,-425.0,-1
561,0.847682119205298,140.0,1
562,-0.4404761904761905,165.0,1
563,-0.9121212121212121,120.0,1
564,-0.7769607843137255,415.0,-1
565,0.6741214057507987,930.0,-1
566,0.6206896551724138,300.0,-1
567,-0.02824858757062147,-115.0,-1
568,0.3177570093457944,-400.0,1
569,0.07964601769911504,460.0,-1
570,-0.4485981308411215,-555.0,-1
571,0.3846153846153846,100.0,-1
572,0.762987012987013,-105.0,1
573,-0.2072538860103627,180.0,1
574,-0.8090909090909091,-130.0,1
575,-0.7800687285223368,85.0,1
576,-0.9136212624584718,115.0,-1
577,-0.1981981981981982,100.0,1
578,-0.6271186440677966,60.0,-1
579,0.5416666666666666,315.0,1
580,0.4,145.0,-1
581,0.7082294264339152,130.0,1
582,-0.4344569288389513,65.0,1
583,-0.05423728813559322,-420.0,1
584,0.1923076923076923,-175.0,-1
585,0.6666666666666666,-415.0,1
586,-0.8770764119601329,400.0,-1
587,-0.399624765478424,565.0,1
588,-0.5819327731092437,145.0,1
589,0.2321428571428572,-895.0,-1
590,-0.5159010600706714,-1620.0,-1
591,0.4425087108013937,30.0,1
592,-0.5744186046511628,-650.0,1
593,-0.9062937062937063,-355.0,-1
594,0.4442270058708415,380.0,-1
595,0.5333333333333333,300.0,-1
596,0.04521739130434783,405.0,-1
597,0.5588235294117647,-200.0,-1
598,-0.7258382642998028,295.0,-1
599,-0.7514619883040936,190.0,1
600,-0.3336604514229637,-135.0,1
601,-0.4066147859922179,50.0,1
602,-0.4240837696335079,-10.0,-1
603,0.4628571428571429,805.0,1
604,-0.2807017543859649,115.0,1
605,-0.6636904761904762,-275.0,1
606,-0.3375959079283887,-570.0,1
607,-0.1658767772511848,-1145.0,-1
608,0.759493670886076,290.0,1
609,0.5033112582781457,-560.0,1
610,-0.8951612903225806,480.0,-1
611,0.212,-145.0,-1
612,0.6056701030927835,-275.0,1
613,0.01935483870967742,275.0,-1
614,-0.605,25.0,-1
615,0.7135678391959799,560.0,-1
616,-0.01578947368421053,-405.0,-1
617,0.8408304498269896,210.0,-1
618,0.2072727272727273,-20.0,-1
619,0.8119122257053292,315.0,1
620,-0.5071225071225072,-210.0,-1
621,0.7326007326007326,220.0,1
622,-0.7625,-305.0,-1
623,0.5425101214574899,215.0,-1
624,0.9163763066202091,-95.0,-1
625,0.4516129032258064,-190.0,1
626,0.3687150837988827,-120.0,-1
627,0.6384976525821596,-50.0,1
628,-0.6736842105263158,-155.0,1
629,0.592128801431127,420.0,1
630,-0.4005449591280654,130.0,1
631,-0.7411764705882353,965.0,-1
632,0.3431952662721893,-50.0,-1
633,0.7555555555555555,20.0,1
634,-0.4513888888888889,350.0,-1
635,0.05649717514124294,45.0,1
636,0.125748502994012,-65.0,1
637,-0.7900763358778626,-105.0,-1
638,0.2195121951219512,-620.0,-1
639,0.7662337662337663,520.0,-1
640,0.6130952380952381,85.0,1
641,-0.5225225225225225,625.0,1
642,-0.493573264781491,-120.0,-1
643,-0.8,120.0,1
644,-0.1861313868613139,-665.0,1
645,-0.7053763440860215,-200.0,-1
646,0.6415841584158416,300.0,1
647,0.240343347639485,255.0,1
648,-0.9620253164556962,550.0,1
649,-0.3489208633093525,-475.0,-1
650,-0.6740331491712708,315.0,-1
651,0.2200956937799043,260.0,1
652,-0.9900497512437811,190.0,-1
653,0.7692307692307693,-290.0,1
654,-0.5904255319148937,520.0,1
655,0.1666666666666667,300.0,-1
656,0.5372168284789643,225.0,1
657,0.09644670050761421,-400.0,-1
658,0.715625,-495.0,1
659,-0.9550321199143469,135.0,-1
660,0.4144486692015209,45.0,-1
661,-0.52,-505.0,1
662,-0.7412140575079872,-285.0,-1
663,0.3956043956043956,230.0,1
664,0.6073619631901841,540.0,1
665,-0.6112759643916914,-1200.0,1
666,-0.3604651162790697,545.0,1
667,-0.4541832669322709,660.0,1
668,-0.8685258964143426,310.0,-1
669,0.5522388059701493,-390.0,-1
670,0.7075892857142857,455.0,-1
671,0.2763819095477387,-415.0,-1
672,0.3467741935483871,155.0,1
673,-0.01265822784810127,380.0,-1
674,0.3213296398891967,-305.0,1
675,-0.5088235294117647,-1110.0,-1
676,0.9090909090909091,-120.0,-1
677,-0.1299212598425197,-130.0,-1
678,0.7073170731707317,-395.0,-1
679,-0.1266375545851528,165.0,1
680,-0.3366013071895425,1035.0,-1
681,0.9525,2050.0,1
682,-0.07633587786259542,-980.0,1
683,0.1524390243902439,1615.0,1
684,-0.6523235800344234,3720.0,1
685,-0.08458646616541353,-555.0,1
686,0.1488549618320611,-505.0,1
687,-0.8711943793911007,420.0,1
688,-0.1533613445378151,685.0,1
689,-0.8333333333333334,760.0,-1
690,0.8711018711018711,405.0,-1
691,0.1476014760147601,-300.0,1
692,-0.8095238095238095,795.0,1
693,-0.145985401459854,805.0,-1
694,0.248780487804878,-960.0,-1
695,0.6443148688046647,0.0,1
696,-0.8691275167785235,530.0,-1
697,0.01807228915662651,-660.0,1
698,0.9228395061728395,2850.0,1
699,-0.7704225352112676,820.0,1
700,0.8175074183976261,945.0,1
701,-0.365296803652968,960.0,1
702,-0.0945273631840796,590.0,-1
703,0.6819923371647509,-315.0,-1
704,-0.3571428571428572,1060.0,1
705,-0.8035320088300221,185.0,1
706,-0.8034591194968553,-400.0,-1
707,0.278372591006424,-320.0,1
708,0.08921933085501858,320.0,1
709,-0.4975845410628019,140.0,1
710,0.4606413994169096,700.0,1
711,0.7229862475442044,-190.0,1
712,-0.3308823529411765,-1205.0,-1
713,0.4889867841409692,-60.0,-1
714,0.2658227848101266,-215.0,1
715,-0.7532894736842105,860.0,1
716,-0.6624472573839663,325.0,1
717,0.7145390070921985,30.0,-1
718,0.5189873417721519,-280.0,-1
719,0.4548104956268221,-435.0,-1
720,0.2339622641509434,1845.0,1
721,-0.7272727272727273,125.0,1
722,-0.5232323232323233,340.0,1
723,0.2236842105263158,-1430.0,-1
724,0.6511627906976745,10.0,-1
725,-0.4243792325056434,-10.0,-1
726,-0.8565737051792829,635.0,1
727,0.06372549019607843,1265.0,-1
728,0.05343511450381679,200.0,-1
729,0.3778801843317972,-760.0,-1
730,0.1583011583011583,205.0,1
731,-0.7133550488599348,205.0,-1
732,0.07027027027027027,415.0,-1
733,-0.5564648117839607,-50.0,1
734,0.1632124352331606,10.0,-1
735,-0.2483443708609271,-100.0,1
736,-0.1015384615384615,-375.0,-1
737,0.6787330316742082,960.0,-1
738,0.6135135135135135,-405.0,-1
739,0.8302300109529025,-475.0,-1
740,0.3790087463556852,450.0,1
741,0.1136363636363636,-40.0,-1
742,-0.1187739463601533,455.0,1
743,-0.03361344537815126,430.0,-1
744,0.7859778597785978,-470.0,-1
745,0.7025641025641025,230.0,1
746,-0.6279069767441861,-470.0,-1
747,0.8785714285714286,180.0,1
748,-0.3134328358208955,220.0,1
749,-0.006666666666666667,-385.0,-1
750,0.7431693989071039,-110.0,-1
751,0.512396694214876,-130.0,1
752,0.296551724137931,-540.0,1
753,-0.6204620462046204,410.0,-1
754,0.8846153846153846,-70.0,-1
755,0.9283018867924528,-1405.0,1
756,-0.4781491002570694,20.0,-1
757,0.09642857142857143,785.0,1
758,0.4326241134751773,550.0,-1
759,0.02521008403361345,-270.0,-1
760,0.555045871559633,400.0,1
761,0.0,60.0,1
762,-0.07881773399014778,-415.0,1
763,-0.9237170596393898,100.0,-1
764,-0.1689814814814815,-285.0,-1
765,0.4220183486238532,730.0,1
766,-0.6067653276955602,590.0,-1
767,0.5899705014749262,1340.0,1
768,-0.2693602693602694,180.0,1
769,0.5695266272189349,-340.0,1
