ANO,MES,DIA,ID,CT0,GAP0,R
2018,1,1,1,77315.0,-1.0,-1
2018,1,2,2,78150.0,-1.0,-1
2018,1,3,3,78875.0,-1.0,-1
2018,1,4,4,79255.0,1.0,-1
2018,1,7,5,79410.0,-1.0,-1
2018,1,8,6,79730.0,-1.0,0
2018,1,9,7,78660.0,-1.0,-1
2018,1,10,8,78800.0,-1.0,-1
2018,1,11,9,79615.0,-1.0,-1
2018,1,14,10,79995.0,-1.0,-1
2018,1,15,11,80285.0,1.0,-1
2018,1,16,12,80270.0,-1.0,-1
2018,1,17,13,81475.0,1.0,0
2018,1,18,14,81640.0,-1.0,0
2018,1,21,15,81645.0,-1.0,0
2018,1,22,16,81705.0,-1.0,0
2018,1,23,17,81610.0,1.0,-1
2018,1,25,18,84755.0,1.0,-1
2018,1,28,19,85085.0,1.0,-1
2018,1,29,20,84375.0,-1.0,-1
2018,1,30,21,85665.0,-1.0,-1
2018,2,0,22,85080.0,1.0,-1
2018,2,1,23,84460.0,-1.0,-1
2018,2,4,24,83490.0,-1.0,-1
2018,2,5,25,80835.0,1.0,-1
2018,2,6,26,84125.0,-1.0,-1
2018,2,7,27,83100.0,-1.0,-1
2018,2,8,28,81210.0,1.0,-1
2018,2,14,29,85190.0,1.0,-1
2018,2,15,30,85220.0,1.0,-1
2018,2,18,31,85635.0,-1.0,0
2018,2,19,32,85260.0,-1.0,-1
2018,2,20,33,86915.0,-1.0,-1
2018,2,21,34,87135.0,-1.0,-1
2018,2,22,35,87975.0,-1.0,1
2018,2,25,36,88820.0,1.0,-1
2018,2,26,37,88200.0,1.0,-1
2018,2,27,38,87575.0,-1.0,-1
2018,3,0,39,86260.0,1.0,-1
2018,3,1,40,85370.0,1.0,-1
2018,3,4,41,86125.0,1.0,-1
2018,3,5,42,87500.0,-1.0,0
2018,3,6,43,86000.0,-1.0,-1
2018,3,7,44,86325.0,-1.0,1
2018,3,8,45,85750.0,-1.0,-1
2018,3,11,46,87375.0,-1.0,-1
2018,3,12,47,87875.0,-1.0,1
2018,3,13,48,87315.0,1.0,-1
2018,3,14,49,86125.0,-1.0,-1
2018,3,15,50,85705.0,-1.0,-1
2018,3,18,51,84495.0,-1.0,-1
2018,3,19,52,84700.0,1.0,0
2018,3,20,53,84730.0,-1.0,-1
2018,3,21,54,85370.0,-1.0,-1
2018,3,22,55,84390.0,1.0,-1
2018,3,25,56,85780.0,-1.0,1
2018,3,26,57,85645.0,-1.0,1
2018,3,27,58,83480.0,1.0,-1
2018,3,28,59,84370.0,1.0,-1
2018,4,1,60,85475.0,-1.0,-1
2018,4,2,61,85490.0,-1.0,1
2018,4,3,62,83360.0,1.0,-1
2018,4,4,63,86245.0,1.0,1
2018,4,5,64,85105.0,-1.0,1
2018,4,8,65,85130.0,1.0,1
2018,4,9,66,84035.0,-1.0,-1
2018,4,10,67,84505.0,1.0,-1
2018,4,11,68,85505.0,1.0,0
2018,4,12,69,85125.0,1.0,1
2018,4,15,70,84340.0,-1.0,-1
2018,4,16,71,82825.0,1.0,-1
2018,4,17,72,85540.0,1.0,-1
2018,4,18,73,86300.0,1.0,-1
2018,4,19,74,86005.0,1.0,-1
2018,4,22,75,85940.0,1.0,-1
2018,4,23,76,86630.0,-1.0,-1
2018,4,24,77,85185.0,-1.0,-1
2018,4,25,78,86080.0,1.0,-1
2018,4,26,79,87645.0,-1.0,0
2018,4,29,80,87200.0,-1.0,0
2018,5,1,81,85800.0,-1.0,0
2018,5,2,82,84685.0,-1.0,-1
2018,5,3,83,83415.0,-1.0,-1
2018,5,6,84,83655.0,-1.0,-1
2018,5,7,85,83115.0,-1.0,-1
2018,5,8,86,83835.0,1.0,-1
2018,5,9,87,85245.0,-1.0,-1
2018,5,10,88,86380.0,1.0,-1
2018,5,13,89,86075.0,-1.0,-1
2018,5,14,90,84645.0,-1.0,-1
2018,5,15,91,85320.0,1.0,-1
2018,5,16,92,86195.0,-1.0,1
2018,5,17,93,82490.0,1.0,-1
2018,5,20,94,84080.0,1.0,1
2018,5,21,95,82595.0,1.0,-1
2018,5,22,96,81890.0,1.0,-1
2018,5,23,97,79540.0,1.0,-1
2018,5,24,98,80745.0,-1.0,1
2018,5,27,99,77980.0,-1.0,1
2018,5,28,100,76740.0,-1.0,-1
2018,5,29,101,75865.0,1.0,-1
2018,6,0,102,77475.0,-1.0,-1
2018,6,3,103,78275.0,1.0,-1
2018,6,4,104,78110.0,-1.0,-1
2018,6,5,105,76035.0,-1.0,-1
2018,6,6,106,74710.0,1.0,-1
2018,6,7,107,73745.0,-1.0,-1
2018,6,10,108,73300.0,1.0,-1
2018,6,11,109,71980.0,-1.0,-1
2018,6,12,110,73645.0,1.0,1
2018,6,13,111,73060.0,-1.0,-1
2018,6,14,112,71585.0,-1.0,-1
2018,6,17,113,70440.0,1.0,-1
2018,6,18,114,69745.0,1.0,-1
2018,6,19,115,72780.0,1.0,-1
2018,6,20,116,72390.0,1.0,-1
2018,6,21,117,71020.0,1.0,-1
2018,6,24,118,71375.0,-1.0,-1
2018,6,25,119,71870.0,1.0,-1
2018,6,26,120,71780.0,-1.0,-1
2018,6,27,121,70735.0,1.0,-1
2018,6,28,122,72860.0,1.0,-1
2018,7,1,123,72500.0,-1.0,-1
2018,7,2,124,74025.0,-1.0,-1
2018,7,3,125,74290.0,-1.0,-1
2018,7,4,126,75460.0,1.0,1
2018,7,5,127,74850.0,1.0,-1
2018,7,9,128,76150.0,-1.0,1
2018,7,10,129,74515.0,1.0,-1
2018,7,11,130,75220.0,1.0,-1
2018,7,12,131,76270.0,1.0,-1
2018,7,15,132,76880.0,1.0,-1
2018,7,16,133,76820.0,1.0,-1
2018,7,17,134,78385.0,-1.0,-1
2018,7,18,135,76645.0,1.0,-1
2018,7,19,136,79780.0,1.0,1
2018,7,22,137,78555.0,-1.0,-1
2018,7,23,138,79455.0,-1.0,-1
2018,7,24,139,79655.0,-1.0,-1
2018,7,25,140,80535.0,1.0,1
2018,7,26,141,80065.0,1.0,-1
2018,7,29,142,80370.0,-1.0,-1
2018,7,30,143,79925.0,-1.0,0
2018,8,0,144,78925.0,1.0,-1
2018,8,1,145,78885.0,1.0,-1
2018,8,2,146,80490.0,1.0,-1
2018,8,5,147,81840.0,-1.0,0
2018,8,6,148,81635.0,-1.0,-1
2018,8,7,149,80475.0,-1.0,-1
2018,8,8,150,79220.0,-1.0,-1
2018,8,9,151,78050.0,1.0,1
2018,8,12,152,75995.0,1.0,-1
2018,8,13,153,78425.0,-1.0,-1
2018,8,14,154,78185.0,1.0,-1
2018,8,15,155,78135.0,-1.0,1
2018,8,16,156,76615.0,1.0,-1
2018,8,19,157,76520.0,1.0,-1
2018,8,20,158,76630.0,1.0,-1
2018,8,21,159,75105.0,1.0,-1
2018,8,22,160,77340.0,-1.0,-1
2018,8,23,161,76975.0,1.0,-1
2018,8,26,162,77175.0,1.0,-1
2018,8,27,163,78135.0,1.0,-1
2018,8,28,164,78205.0,-1.0,-1
2018,8,29,165,78610.0,1.0,1
2018,8,30,166,76675.0,-1.0,-1
2018,9,2,167,76315.0,-1.0,-1
2018,9,3,168,76260.0,1.0,1
2018,9,4,169,74610.0,1.0,-1
2018,9,5,170,76020.0,-1.0,-1
2018,9,9,171,77575.0,1.0,1
2018,9,10,172,75515.0,-1.0,0
2018,9,11,173,75585.0,-1.0,-1
2018,9,12,174,75705.0,1.0,0
2018,9,13,175,74885.0,1.0,-1
2018,9,16,176,75450.0,-1.0,-1
2018,9,17,177,77255.0,1.0,-1
2018,9,18,178,77920.0,-1.0,-1
2018,9,19,179,79055.0,-1.0,1
2018,9,20,180,79070.0,-1.0,-1
2018,9,23,181,79295.0,-1.0,-1
2018,9,24,182,77225.0,-1.0,-1
2018,9,25,183,78975.0,-1.0,-1
2018,9,26,184,78945.0,-1.0,-1
2018,9,27,185,79150.0,-1.0,-1
2018,10,0,186,79360.0,1.0,-1
2018,10,1,187,80595.0,-1.0,-1
2018,10,2,188,85230.0,1.0,-1
2018,10,3,189,83225.0,-1.0,1
2018,10,4,190,84385.0,-1.0,1
2018,10,7,191,87880.0,1.0,1
2018,10,8,192,86615.0,-1.0,1
2018,10,9,193,85320.0,-1.0,1
2018,10,10,194,84755.0,1.0,1
2018,10,14,195,84360.0,1.0,1
2018,10,15,196,84225.0,1.0,-1
2018,10,16,197,85860.0,1.0,-1
2018,10,17,198,86125.0,1.0,1
2018,10,18,199,85405.0,-1.0,-1
2018,10,21,200,85700.0,-1.0,-1
2018,10,22,201,85010.0,1.0,-1
2018,10,23,202,86210.0,-1.0,-1
2018,10,24,203,84370.0,-1.0,-1
2018,10,25,204,85175.0,-1.0,1
2018,10,28,205,89345.0,1.0,1
2018,10,29,206,85270.0,-1.0,-1
2018,10,30,207,88490.0,-1.0,1
2018,11,0,208,88390.0,-1.0,-1
2018,11,4,209,89275.0,1.0,-1
